<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZP;60;20160201;110000;136.1700000;136.3400000;134.4100000;134.5600000;4526650
GAZP;60;20160201;120000;134.5600000;135.2000000;133.5700000;134.9100000;8199990
GAZP;60;20160201;130000;134.9000000;135.1900000;134.3600000;134.5900000;1857870
GAZP;60;20160201;140000;134.6200000;134.8200000;134.2000000;134.2800000;1355920
GAZP;60;20160201;150000;134.2300000;134.2600000;133.0500000;133.1300000;5053150
GAZP;60;20160201;160000;133.1200000;133.6000000;132.8200000;133.3400000;2692180
GAZP;60;20160201;170000;133.3700000;133.6000000;132.9000000;133.2400000;2279690
GAZP;60;20160201;180000;133.2400000;133.4200000;133.0300000;133.2300000;2087200
GAZP;60;20160201;190000;133.2900000;134.2500000;133.0600000;133.9000000;3863820
GAZP;60;20160202;110000;133.0900000;134.3500000;132.9100000;134.2700000;3925240
GAZP;60;20160202;120000;134.2600000;135.2800000;134.2600000;134.4000000;6257990
GAZP;60;20160202;130000;134.4000000;134.9900000;134.1800000;134.8500000;3160880
GAZP;60;20160202;140000;134.8700000;135.0000000;134.1400000;134.3600000;2369210
GAZP;60;20160202;150000;134.3900000;134.5000000;132.3100000;132.4000000;7184440
GAZP;60;20160202;160000;132.4000000;133.0000000;132.2000000;133.0000000;4487040
GAZP;60;20160202;170000;132.9900000;133.3700000;132.2000000;132.4200000;2988460
GAZP;60;20160202;180000;132.4100000;132.8500000;132.3000000;132.3400000;2025100
GAZP;60;20160202;190000;132.3200000;132.5000000;132.0900000;132.5000000;3822270
GAZP;60;20160203;110000;131.8800000;132.7500000;131.5200000;132.2100000;2835660
GAZP;60;20160203;120000;132.2100000;132.7400000;132.0500000;132.2100000;4643020
GAZP;60;20160203;130000;132.2000000;132.4000000;131.9000000;132.0700000;3425590
GAZP;60;20160203;140000;132.0700000;132.4000000;131.9500000;132.0100000;1522270
GAZP;60;20160203;150000;132.0100000;132.2400000;131.9400000;132.1500000;1586460
GAZP;60;20160203;160000;132.1500000;133.0000000;132.0800000;132.6100000;3149740
GAZP;60;20160203;170000;132.6100000;132.6100000;132.0600000;132.5300000;1614870
GAZP;60;20160203;180000;132.5300000;132.8300000;131.9500000;132.0400000;3625840
GAZP;60;20160203;190000;132.0400000;132.1200000;130.9100000;131.0100000;8085520
GAZP;60;20160204;110000;133.1600000;133.9000000;132.8000000;133.7900000;8638930
GAZP;60;20160204;120000;133.8000000;134.0000000;132.9200000;133.3300000;5866150
GAZP;60;20160204;130000;133.2900000;133.4000000;132.6200000;133.3500000;3621670
GAZP;60;20160204;140000;133.3500000;133.7000000;133.2500000;133.2500000;2082140
GAZP;60;20160204;150000;133.2500000;133.7700000;133.2100000;133.5100000;1961950
GAZP;60;20160204;160000;133.5600000;133.7500000;133.1200000;133.4500000;1858750
GAZP;60;20160204;170000;133.4500000;133.6000000;133.1700000;133.2600000;1629690
GAZP;60;20160204;180000;133.2500000;135.0500000;133.2500000;134.9800000;9153070
GAZP;60;20160204;190000;134.9500000;135.2500000;134.7700000;134.9400000;1885770
